company_id,year,capital_allocation,free_cash_flow,fcf_conversion,capex_intensity
HAL,Mar 2023,Shareholder Returns,3102.0,46.51,21.29
HAL,Mar 2024,Shareholder Returns,1814.0,18.61,21.11
HAVELLS,Mar 2013,Shareholder Returns,494.0,73.29,2.02
HAVELLS,Mar 2014,Shareholder Returns,492.0,63.32,4.67
HAVELLS,Mar 2015,Shareholder Returns,478.0,63.31,5.73
HAVELLS,Mar 2016,Shareholder Returns,392.0,49.25,1.59
HAVELLS,Mar 2017,Shareholder Returns,547.0,67.12,3.59
HAVELLS,Mar 2018,Shareholder Returns,154.0,14.91,11.66
HAVELLS,Mar 2019,Liquidating Assets,686.0,57.7,1.84
HAVELLS,Mar 2020,Shareholder Returns,279.0,26.15,5.81
HAVELLS,Mar 2021,Mixed,-103.0,-6.48,7.3
HAVELLS,Mar 2022,Shareholder Returns,969.0,54.59,5.45
HAVELLS,Mar 2023,Liquidating Assets,596.0,36.77,0.18
HAVELLS,Mar 2024,Shareholder Returns,335.0,17.81,8.7
HCLTECH,Mar 2017,Shareholder Returns,5105.0,49.13,8.18
HCLTECH,Mar 2018,Shareholder Returns,6092.0,54.17,4.42
HCLTECH,Mar 2019,Shareholder Returns,5715.0,41.04,5.39
HCLTECH,Mar 2020,Shareholder Returns,1027.0,5.93,17.45
HCLTECH,Mar 2021,Shareholder Returns,13953.0,69.6,7.52
HCLTECH,Mar 2022,Liquidating Assets,18497.0,90.1,1.86
HCLTECH,Mar 2023,Shareholder Returns,14436.0,63.8,3.52
HCLTECH,Mar 2024,Shareholder Returns,15840.0,65.46,6.01
HDFCBANK,Mar 2013,Growth Funded by Debt,-6749.0,-53.43,2.52
HDFCBANK,Mar 2014,Mixed,3112.0,23.04,2.58
HDFCBANK,Mar 2015,Growth Funded by Debt,-22081.0,-136.61,1.58
HDFCBANK,Mar 2016,Growth Funded by Debt,-35272.0,-175.88,1.33
HDFCBANK,Mar 2017,Reinvestor,16136.0,67.64,1.56
HDFCBANK,Mar 2018,Mixed,16372.0,55.44,0.99
HDFCBANK,Mar 2019,Growth Funded by Debt,-64375.0,-184.69,1.43
HDFCBANK,Mar 2020,Growth Funded by Debt,-18272.0,-40.19,1.15
HDFCBANK,Mar 2021,Reinvestor,40653.0,77.5,1.42
HDFCBANK,Mar 2022,Growth Funded by Debt,-14011.0,-24.77,1.51
HDFCBANK,Mar 2023,Mixed,17822.0,28.27,1.75
HDFCBANK,Mar 2024,Liquidating Assets,35669.0,20.48,5.85
HDFCLIFE,Mar 2013,Unknown,,,
HDFCLIFE,Mar 2014,Unknown,,,
HDFCLIFE,Mar 2015,Reinvestor,945.0,3.59,12.91
HDFCLIFE,Mar 2016,Reinvestor,1725.0,10.04,21.84
HDFCLIFE,Mar 2017,Reinvestor,1053.0,3.55,16.89
HDFCLIFE,Mar 2018,Reinvestor,2318.0,7.43,13.7
HDFCLIFE,Mar 2019,Reinvestor,-314.0,-0.83,26.21
HDFCLIFE,Mar 2020,Mixed,-401.0,-1.42,26.51
HDFCLIFE,Mar 2021,Mixed,751.0,1.07,12.52
HDFCLIFE,Mar 2022,Reinvestor,5142.0,7.75,1.19
HDFCLIFE,Mar 2023,Mixed,-3188.0,-4.55,14.34
HDFCLIFE,Mar 2024,Reinvestor,-2893.0,-2.87,13.42
HEROMOTOCO,Mar 2014,Shareholder Returns,1347.0,6.2,6.39
HEROMOTOCO,Mar 2015,Liquidating Assets,2217.0,9.23,0.11
HEROMOTOCO,Mar 2016,Shareholder Returns,1422.0,5.92,8.08
HEROMOTOCO,Mar 2017,Shareholder Returns,2035.0,8.47,6.89
HEROMOTOCO,Mar 2018,Shareholder Returns,2159.0,7.96,5.72
HEROMOTOCO,Mar 2019,Liquidating Assets,2330.0,8.05,3.82
HEROMOTOCO,Mar 2020,Shareholder Returns,2699.0,10.72,9.64
HEROMOTOCO,Mar 2021,Shareholder Returns,1821.0,6.77,7.39
HEROMOTOCO,Mar 2022,Shareholder Returns,1882.0,7.16,0.75
HEROMOTOCO,Mar 2023,Shareholder Returns,2193.0,7.3,1.23
HEROMOTOCO,Mar 2024,Shareholder Returns,3095.0,9.51,4.84
HINDALCO,Mar 2013,Mixed,-10824.0,-14.93,17.21
HINDALCO,Mar 2014,Mixed,-139.0,-0.17,9.23
HINDALCO,Mar 2015,Shareholder Returns,3270.0,3.43,3.71
HINDALCO,Mar 2016,Shareholder Returns,8468.0,9.31,3.26
HINDALCO,Mar 2017,Shareholder Returns,9811.0,11.17,2.87
HINDALCO,Mar 2018,Liquidating Assets,16231.0,15.99,4.63
HINDALCO,Mar 2019,Shareholder Returns,6521.0,5.67,4.18
HINDALCO,Mar 2020,Mixed,5518.0,5.31,6.12
HINDALCO,Mar 2021,Shareholder Returns,-8048.0,-7.03,19.15
HINDALCO,Mar 2022,Shareholder Returns,10065.0,6.04,3.47
HINDALCO,Mar 2023,Shareholder Returns,11649.0,5.81,3.39
HINDALCO,Mar 2024,Shareholder Returns,9789.0,5.1,6.61
HINDUNILVR,Mar 2013,Liquidating Assets,3668.0,16.1,0.23
HINDUNILVR,Mar 2014,Shareholder Returns,3343.0,13.66,1.62
HINDUNILVR,Mar 2015,Liquidating Assets,3430.0,12.91,0.43
HINDUNILVR,Mar 2016,Shareholder Returns,3889.0,14.8,0.88
HINDUNILVR,Mar 2017,Shareholder Returns,4012.0,14.95,3.54
HINDUNILVR,Mar 2018,Shareholder Returns,4996.0,17.81,2.99
HINDUNILVR,Mar 2019,Shareholder Returns,5362.0,17.62,1.11
HINDUNILVR,Mar 2020,Liquidating Assets,9414.0,31.46,4.5
HINDUNILVR,Mar 2021,Shareholder Returns,7935.0,22.41,2.61
HINDUNILVR,Mar 2022,Shareholder Returns,7320.0,18.49,3.29
HINDUNILVR,Mar 2023,Shareholder Returns,8507.0,18.32,2.45
HINDUNILVR,Mar 2024,Shareholder Returns,10145.0,21.48,8.6
ICICIBANK,Mar 2013,Mixed,-1069.0,-3.37,41.36
ICICIBANK,Mar 2014,Mixed,-8985.0,-27.35,31.83
ICICIBANK,Mar 2015,Growth Funded by Debt,-25448.0,-65.65,23.97
ICICIBANK,Mar 2016,Mixed,11585.0,22.17,20.34
ICICIBANK,Mar 2017,Shareholder Returns,50925.0,79.77,2.81
ICICIBANK,Mar 2018,Mixed,-31168.0,-42.81,81.32
ICICIBANK,Mar 2019,Shareholder Returns,18389.0,21.95,42.07
ICICIBANK,Mar 2020,Mixed,37470.0,43.9,49.62
ICICIBANK,Mar 2021,Shareholder Returns,74384.0,81.46,71.36
ICICIBANK,Mar 2022,Mixed,18663.0,23.1,41.35
ICICIBANK,Mar 2023,Growth Funded by Debt,-71460.0,-81.33,55.91
ICICIBANK,Mar 2024,Mixed,12547.0,12.6,90.74
ICICIGI,Mar 2013,Mixed,22.0,0.52,23.98
ICICIGI,Mar 2014,Mixed,-111.0,-2.42,16.22
ICICIGI,Mar 2015,Unknown,73.0,1.64,4.04
ICICIGI,Mar 2016,Shareholder Returns,201.0,3.81,5.14
ICICIGI,Mar 2017,Mixed,-362.0,-5.48,26.46
ICICIGI,Mar 2018,Shareholder Returns,494.0,6.89,27.43
ICICIGI,Mar 2019,Shareholder Returns,120.0,1.26,25.58
ICICIGI,Mar 2020,Shareholder Returns,51.0,0.52,29.37
ICICIGI,Mar 2021,Shareholder Returns,407.0,4.03,11.24
ICICIGI,Mar 2022,Liquidating Assets,944.0,6.29,0.84
ICICIGI,Mar 2023,Shareholder Returns,605.0,3.64,9.43
ICICIGI,Mar 2024,Shareholder Returns,486.0,2.71,9.38
ICICIPRULI,Mar 2013,Unknown,-1077.0,-5.59,7.81
ICICIPRULI,Mar 2014,Unknown,3630.0,17.81,27.47
ICICIPRULI,Mar 2015,Shareholder Returns,-1299.0,-3.96,5.29
ICICIPRULI,Mar 2016,Liquidating Assets,3661.0,19.26,0.13
ICICIPRULI,Mar 2017,Shareholder Returns,3434.0,9.54,1.84
ICICIPRULI,Mar 2018,Shareholder Returns,301.0,0.81,13.88
ICICIPRULI,Mar 2019,Shareholder Returns,3818.0,9.33,18.23
ICICIPRULI,Mar 2020,Shareholder Returns,-2201.0,-10.31,51.35
ICICIPRULI,Mar 2021,Mixed,2230.0,2.67,6.11
ICICIPRULI,Mar 2022,Shareholder Returns,1015.0,1.54,1.28
ICICIPRULI,Mar 2023,Shareholder Returns,-1056.0,-2.02,2.27
ICICIPRULI,Mar 2024,Unknown,105.0,0.11,8.22
INDIGO,Mar 2013,Mixed,-149.0,-1.78,20.54
INDIGO,Mar 2014,Mixed,-1319.0,-12.35,26.21
INDIGO,Mar 2015,Reinvestor,1444.0,12.01,6.75
INDIGO,Mar 2016,Reinvestor,1779.0,13.71,8.28
INDIGO,Mar 2017,Reinvestor,749.0,4.58,16.32
INDIGO,Mar 2018,Mixed,-249.0,-1.25,18.04
INDIGO,Mar 2019,Reinvestor,634.0,2.21,8.86
INDIGO,Mar 2020,Reinvestor,2370.0,7.48,12.79
INDIGO,Mar 2021,Unknown,1608.0,10.99,22.05
INDIGO,Mar 2022,Liquidating Assets,3591.0,14.15,5.89
INDIGO,Mar 2023,Reinvestor,8664.0,18.08,7.42
INDIGO,Mar 2024,Reinvestor,9424.0,17.93,17.07
INDUSINDBK,Mar 2013,Growth Funded by Debt,-660.0,-33.9,2.49
INDUSINDBK,Mar 2014,Growth Funded by Debt,-4280.0,-167.51,2.11
INDUSINDBK,Mar 2015,Growth Funded by Debt,-1697.0,-54.17,2.85
INDUSINDBK,Mar 2016,Growth Funded by Debt,-3185.0,-76.05,2.17
INDUSINDBK,Mar 2017,Reinvestor,11284.0,198.52,1.98
INDUSINDBK,Mar 2018,Growth Funded by Debt,-20917.0,-319.1,1.26
INDUSINDBK,Mar 2019,Growth Funded by Debt,-7022.0,-75.64,2.84
INDUSINDBK,Mar 2020,Distress Signal,-11513.0,-91.29,1.83
INDUSINDBK,Mar 2021,Reinvestor,44420.0,277.68,0.78
INDUSINDBK,Mar 2022,Reinvestor,16249.0,102.58,1.14
INDUSINDBK,Mar 2023,Growth Funded by Debt,-12879.0,-82.96,1.21
INDUSINDBK,Mar 2024,Pre-Revenue,-17468.0,-99.04,1.37
INFY,Mar 2013,Reinvestor,4451.0,38.58,7.24
INFY,Mar 2014,Reinvestor,7262.0,54.23,5.11
INFY,Mar 2015,Liquidating Assets,9352.0,62.84,1.87
INFY,Mar 2016,Reinvestor,9143.0,53.53,1.42
INFY,Mar 2017,Reinvestor,-3133.0,-16.84,21.41
INFY,Mar 2018,Liquidating Assets,17751.0,94.31,6.43
INFY,Mar 2019,Reinvestor,14209.0,70.45,0.76
INFY,Mar 2020,Reinvestor,16672.0,74.87,0.36
INFY,Mar 2021,Reinvestor,15851.0,56.84,7.34
INFY,Mar 2022,Reinvestor,17400.0,55.25,5.33
INFY,Mar 2023,Reinvestor,21396.0,60.91,0.73
INFY,Mar 2024,Reinvestor,20117.0,55.23,3.31
IOC,Mar 2013,Mixed,46.0,0.33,2.01
IOC,Mar 2014,Shareholder Returns,5601.0,32.52,3.81
IOC,Mar 2015,Shareholder Returns,35877.0,339.26,2.27
IOC,Mar 2016,Shareholder Returns,12014.0,54.51,3.93
IOC,Mar 2017,Shareholder Returns,10532.0,30.84,4.98
IOC,Mar 2018,Shareholder Returns,11996.0,28.8,4.06
IOC,Mar 2019,Mixed,-9822.0,-27.85,4.27
IOC,Mar 2020,Mixed,-21955.0,-136.77,6.02
IOC,Mar 2021,Shareholder Returns,26715.0,66.91,6.3
IOC,Mar 2022,Shareholder Returns,4453.0,9.32,3.61
IOC,Mar 2023,Shareholder Returns,1614.0,5.26,3.33
IOC,Mar 2024,Shareholder Returns,39635.0,52.4,4.05
IRCTC,Mar 2015,Reinvestor,23.0,15.13,4.34
IRCTC,Mar 2016,Liquidating Assets,295.0,155.26,0.51
IRCTC,Mar 2017,Liquidating Assets,432.0,137.58,6.18
IRCTC,Mar 2018,Liquidating Assets,64.0,23.36,2.73
IRCTC,Mar 2019,Reinvestor,146.0,38.12,18.88
IRCTC,Mar 2020,Liquidating Assets,417.0,59.32,0.35
IRCTC,Mar 2021,Reinvestor,-205.0,-109.04,58.3
IRCTC,Mar 2022,Reinvestor,282.0,32.27,12.88
IRCTC,Mar 2023,Reinvestor,495.0,38.79,8.95
IRCTC,Mar 2024,Reinvestor,667.0,45.5,5.04
IRFC,Mar 2016,Distress Signal,-16376.0,-219.28,0.03
IRFC,Mar 2017,Distress Signal,-19453.0,-215.64,0.02
IRFC,Mar 2018,Distress Signal,-28074.0,-304.19,0.02
IRFC,Mar 2019,Distress Signal,-41747.0,-376.61,0.01
IRFC,Mar 2020,Distress Signal,-62700.0,-469.49,0.01
IRFC,Mar 2021,Unknown,-89907.0,-574.23,0.0
IRFC,Mar 2022,Growth Funded by Debt,-64417.0,-319.26,0.02
IRFC,Mar 2023,Unknown,-28588.0,-121.2,0.0
IRFC,Mar 2024,Reinvestor,7906.0,29.82,0.03
ITC,Mar 2013,Reinvestor,3221.0,28.71,12.27
ITC,Mar 2014,Reinvestor,4090.0,31.27,9.22
ITC,Mar 2015,Reinvestor,4568.0,32.05,13.59
ITC,Mar 2016,Reinvestor,5878.0,40.45,10.0
ITC,Mar 2017,Reinvestor,7376.0,47.68,7.6
ITC,Mar 2018,Reinvestor,6055.0,36.65,16.37
ITC,Mar 2019,Reinvestor,7037.0,37.96,11.47
ITC,Mar 2020,Reinvestor,8516.0,44.02,12.5
ITC,Mar 2021,Liquidating Assets,18267.0,107.04,11.65
ITC,Mar 2022,Reinvestor,13538.0,65.65,3.69
ITC,Mar 2023,Reinvestor,13146.0,51.14,8.08
ITC,Mar 2024,Liquidating Assets,18742.0,71.44,2.21
JINDALSTEL,Mar 2013,Mixed,-6069.0,-99.39,48.42
JINDALSTEL,Mar 2014,Mixed,-8114.0,-139.92,65.82
JINDALSTEL,Mar 2015,Mixed,-5535.0,-101.3,34.62
JINDALSTEL,Mar 2016,Reinvestor,2071.0,60.26,11.62
JINDALSTEL,Mar 2017,Reinvestor,4852.0,103.04,9.25
JINDALSTEL,Mar 2018,Reinvestor,6293.0,97.28,4.3
JINDALSTEL,Mar 2019,Reinvestor,8195.0,97.42,1.77
JINDALSTEL,Mar 2020,Reinvestor,7338.0,107.42,3.89
JINDALSTEL,Mar 2021,Reinvestor,10077.0,92.17,5.45
JINDALSTEL,Mar 2022,Reinvestor,13717.0,88.41,4.56
JINDALSTEL,Mar 2023,Reinvestor,3257.0,32.76,7.69
JINDALSTEL,Mar 2024,Mixed,-2336.0,-22.9,16.57
JIOFIN,Mar 2023,Shareholder Returns,945.0,2423.08,2466.67
JIOFIN,Mar 2024,Unknown,763.0,48.94,77.68
JSWENERGY,Mar 2013,Shareholder Returns,781.0,27.88,10.64
JSWENERGY,Mar 2014,Shareholder Returns,1906.0,58.56,4.2
JSWENERGY,Mar 2015,Shareholder Returns,2972.0,82.01,4.51
JSWENERGY,Mar 2016,Shareholder Returns,266.0,6.6,33.31
JSWENERGY,Mar 2017,Shareholder Returns,3091.0,92.99,9.22
JSWENERGY,Mar 2018,Shareholder Returns,3719.0,137.08,2.67
JSWENERGY,Mar 2019,Shareholder Returns,2436.0,85.32,0.6
JSWENERGY,Mar 2020,Liquidating Assets,2383.0,80.59,3.64
JSWENERGY,Mar 2021,Shareholder Returns,2670.0,91.66,14.88
JSWENERGY,Mar 2022,Shareholder Returns,1565.0,43.81,16.98
JSWENERGY,Mar 2023,Mixed,-4694.0,-143.02,65.6
JSWENERGY,Mar 2024,Mixed,-1963.0,-36.47,71.37
JSWSTEEL,Mar 2013,Shareholder Returns,411.0,6.31,14.22
JSWSTEEL,Mar 2014,Mixed,-3024.0,-32.98,10.97
JSWSTEEL,Mar 2015,Shareholder Returns,504.0,5.38,13.92
JSWSTEEL,Mar 2016,Shareholder Returns,3040.0,47.34,9.28
JSWSTEEL,Mar 2017,Shareholder Returns,2794.0,22.7,9.16
JSWSTEEL,Mar 2018,Shareholder Returns,7850.0,52.63,6.3
JSWSTEEL,Mar 2019,Mixed,3246.0,17.15,13.43
JSWSTEEL,Mar 2020,Mixed,-6804.0,-57.6,26.71
JSWSTEEL,Mar 2021,Shareholder Returns,11087.0,54.95,9.65
JSWSTEEL,Mar 2022,Shareholder Returns,11522.0,29.46,10.08
JSWSTEEL,Mar 2023,Shareholder Returns,12593.0,68.18,6.47
JSWSTEEL,Mar 2024,Shareholder Returns,-2389.0,-8.48,8.27
KOTAKBANK,Mar 2013,Mixed,-6157.0,-93.25,83.36
KOTAKBANK,Mar 2014,Shareholder Returns,7938.0,112.55,9.43
KOTAKBANK,Mar 2015,Mixed,-2165.0,-22.28,33.54
KOTAKBANK,Mar 2016,Mixed,2672.0,23.15,11.53
KOTAKBANK,Mar 2017,Mixed,7933.0,53.49,23.69
KOTAKBANK,Mar 2018,Growth Funded by Debt,-15867.0,-94.42,21.79
KOTAKBANK,Mar 2019,Mixed,-1501.0,-7.6,11.14
KOTAKBANK,Mar 2020,Shareholder Returns,33551.0,148.6,39.04
KOTAKBANK,Mar 2021,Shareholder Returns,-6291.0,-21.1,34.04
KOTAKBANK,Mar 2022,Mixed,-2595.0,-8.45,32.31
KOTAKBANK,Mar 2023,Growth Funded by Debt,-11623.0,-34.71,24.63
KOTAKBANK,Mar 2024,Mixed,6766.0,14.38,15.86
LICI,Mar 2019,Liquidating Assets,22910.0,386.99,1.69
LICI,Mar 2020,Shareholder Returns,13952.0,-200.83,6.44
LICI,Mar 2021,Liquidating Assets,229049.0,-90892.46,21.49
LICI,Mar 2022,Unknown,8748.0,263.02,1.73
LICI,Mar 2023,Shareholder Returns,1671.0,4.88,6.74
LICI,Mar 2024,Shareholder Returns,853.0,2.6,2.99
LODHA,Mar 2016,Mixed,-467.0,-21.97,10.35
LODHA,Mar 2017,Shareholder Returns,295.0,18.28,14.81
LODHA,Mar 2018,Mixed,45.0,2.68,6.73
LODHA,Mar 2019,Growth Funded by Debt,-638.0,-20.07,1.47
LODHA,Mar 2020,Liquidating Assets,3954.0,206.26,1.46
LODHA,Mar 2021,Liquidating Assets,2944.0,212.87,7.71
LODHA,Mar 2022,Liquidating Assets,3137.0,143.5,12.34
LODHA,Mar 2023,Liquidating Assets,4539.0,219.91,18.89
LODHA,Mar 2024,Mixed,-435.0,-16.32,28.57
LT,Mar 2013,Growth Funded by Debt,-11277.0,-98.97,9.3
LT,Mar 2014,Growth Funded by Debt,-12653.0,-89.83,6.48
LT,Mar 2015,Growth Funded by Debt,-6143.0,-39.17,5.2
LT,Mar 2016,Growth Funded by Debt,-7867.0,-50.8,4.58
LT,Mar 2017,Mixed,-3141.0,-18.9,8.96
LT,Mar 2018,Distress Signal,-6117.0,-30.42,3.27
LT,Mar 2019,Growth Funded by Debt,-15779.0,-69.01,8.15
LT,Mar 2020,Mixed,-1714.0,-6.98,5.78
LT,Mar 2021,Reinvestor,17324.0,73.84,4.23
LT,Mar 2022,Reinvestor,15579.0,64.07,2.29
LT,Mar 2023,Reinvestor,14729.0,54.22,4.39
LT,Mar 2024,Liquidating Assets,20445.0,68.46,0.99
LTIM,Mar 2013,Reinvestor,384.0,44.14,5.82
LTIM,Mar 2014,Liquidating Assets,808.0,70.44,3.66
LTIM,Mar 2015,Reinvestor,539.0,53.63,2.07
LTIM,Mar 2016,Reinvestor,818.0,79.57,0.68
LTIM,Mar 2017,Reinvestor,209.0,16.99,14.78
LTIM,Mar 2018,Reinvestor,392.0,33.02,6.19
LTIM,Mar 2019,Reinvestor,646.0,34.31,7.93
LTIM,Mar 2020,Reinvestor,1001.0,49.33,5.91
LTIM,Mar 2021,Reinvestor,743.0,27.27,13.4
LTIM,Mar 2022,Reinvestor,1608.0,30.63,6.29
LTIM,Mar 2023,Reinvestor,2824.0,46.23,0.82
LTIM,Mar 2024,Reinvestor,1752.0,27.43,11.03
M&M,Mar 2013,Growth Funded by Debt,-3825.0,-41.96,4.23
M&M,Mar 2014,Growth Funded by Debt,-4768.0,-46.88,6.11
M&M,Mar 2015,Mixed,-3302.0,-37.55,6.1
M&M,Mar 2016,Mixed,-3121.0,-30.96,7.26
M&M,Mar 2017,Mixed,-5692.0,-53.02,7.01
M&M,Mar 2018,Mixed,-4785.0,-36.18,5.94
M&M,Mar 2019,Growth Funded by Debt,-11521.0,-75.76,6.85
M&M,Mar 2020,Growth Funded by Debt,-8327.0,-81.97,9.11
M&M,Mar 2021,Mixed,-1777.0,-15.47,26.5
M&M,Mar 2022,Shareholder Returns,5996.0,40.84,3.61
M&M,Mar 2023,Growth Funded by Debt,-15940.0,-78.58,7.31
M&M,Mar 2024,Growth Funded by Debt,-11245.0,-45.18,4.04
MARUTI,Mar 2013,Shareholder Returns,940.0,21.55,7.04
MARUTI,Mar 2014,Shareholder Returns,-2.0,-0.04,11.22
MARUTI,Mar 2015,Shareholder Returns,1958.0,28.41,8.84
MARUTI,Mar 2016,Shareholder Returns,1252.0,13.87,12.55
MARUTI,Mar 2017,Shareholder Returns,1109.0,10.64,13.47
MARUTI,Mar 2018,Shareholder Returns,3486.0,28.77,10.4
MARUTI,Mar 2019,Shareholder Returns,3061.0,27.69,4.11
MARUTI,Mar 2020,Shareholder Returns,2939.0,39.96,0.74
MARUTI,Mar 2021,Shareholder Returns,1565.0,28.92,10.36
MARUTI,Mar 2022,Shareholder Returns,1601.0,27.83,0.27
MARUTI,Mar 2023,Shareholder Returns,1995.0,15.2,7.45
MARUTI,Mar 2024,Shareholder Returns,4936.0,26.5,8.36
MOTHERSON,Mar 2013,Shareholder Returns,397.0,26.82,4.3
MOTHERSON,Mar 2014,Shareholder Returns,1323.0,55.19,4.51
MOTHERSON,Mar 2015,Mixed,546.0,19.2,8.21
MOTHERSON,Mar 2016,Shareholder Returns,282.0,7.95,5.12
MOTHERSON,Mar 2017,Mixed,-2345.0,-56.22,14.5
MOTHERSON,Mar 2018,Shareholder Returns,70.0,1.37,5.67
MOTHERSON,Mar 2019,Shareholder Returns,994.0,18.59,5.22
MOTHERSON,Mar 2020,Shareholder Returns,4132.0,88.78,3.66
MOTHERSON,Mar 2021,Shareholder Returns,3165.0,72.43,3.29
MOTHERSON,Mar 2022,Shareholder Returns,159.0,3.37,3.61
MOTHERSON,Mar 2023,Shareholder Returns,2395.0,38.31,2.85
MOTHERSON,Mar 2024,Mixed,925.0,9.92,6.73
NAUKRI,Mar 2013,Reinvestor,29.0,23.97,9.75
NAUKRI,Mar 2014,Mixed,-123.0,-126.8,35.98
NAUKRI,Mar 2015,Mixed,-1000.0,-4761.9,143.58
NAUKRI,Mar 2016,Reinvestor,76.0,83.52,0.27
NAUKRI,Mar 2017,Reinvestor,48.0,-533.33,18.58
NAUKRI,Mar 2018,Reinvestor,104.0,47.49,15.08
NAUKRI,Mar 2019,Reinvestor,217.0,2411.11,5.13
NAUKRI,Mar 2020,Liquidating Assets,447.0,-127.71,7.39
NAUKRI,Mar 2021,Mixed,-1767.0,-2387.84,181.12
NAUKRI,Mar 2022,Mixed,-470.0,-105.38,74.07
NAUKRI,Mar 2023,Mixed,154.0,44.25,15.26
NAUKRI,Mar 2024,Mixed,-150.0,-21.1,33.6
NESTLEIND,Mar 2024,Shareholder Returns,2938.0,50.54,5.07
NHPC,Mar 2013,Shareholder Returns,1516.0,36.51,20.84
NHPC,Mar 2014,Shareholder Returns,2702.0,62.23,15.18
NHPC,Mar 2015,Shareholder Returns,3293.0,64.14,9.34
NHPC,Mar 2016,Shareholder Returns,5225.0,109.24,8.93
NHPC,Mar 2017,Shareholder Returns,6465.0,132.37,21.62
NHPC,Mar 2018,Shareholder Returns,3810.0,89.69,11.42
NHPC,Mar 2019,Shareholder Returns,2642.0,53.04,13.16
NHPC,Mar 2020,Mixed,6.0,0.11,29.85
NHPC,Mar 2021,Shareholder Returns,3463.0,65.62,16.66
NHPC,Mar 2022,Shareholder Returns,1506.0,37.53,33.73
NHPC,Mar 2023,Shareholder Returns,514.0,8.31,39.51
NHPC,Mar 2024,Shareholder Returns,970.0,20.18,61.96
NTPC,Mar 2013,Mixed,-337.0,-1.86,23.55
NTPC,Mar 2014,Shareholder Returns,1022.0,5.18,19.8
NTPC,Mar 2015,Shareholder Returns,-1088.0,-6.27,19.98
NTPC,Mar 2016,Shareholder Returns,4963.0,26.73,26.11
NTPC,Mar 2017,Mixed,-4313.0,-19.97,29.84
NTPC,Mar 2018,Mixed,-1008.0,-4.48,23.48
NTPC,Mar 2019,Mixed,-5377.0,-23.68,23.99
NTPC,Mar 2020,Mixed,-5738.0,-18.17,27.07
NTPC,Mar 2021,Shareholder Returns,11410.0,33.52,18.86
NTPC,Mar 2022,Shareholder Returns,18897.0,46.82,17.25
NTPC,Mar 2023,Shareholder Returns,21007.0,44.14,14.84
NTPC,Mar 2024,Shareholder Returns,8644.0,16.8,18.01
ONGC,Mar 2013,Shareholder Returns,-1346.0,-3.09,25.45
ONGC,Mar 2014,Mixed,-10363.0,-21.09,36.55
ONGC,Mar 2015,Shareholder Returns,3892.0,9.2,18.68
ONGC,Mar 2016,Shareholder Returns,8036.0,20.53,30.84
ONGC,Mar 2017,Shareholder Returns,1965.0,3.72,15.51
ONGC,Mar 2018,Mixed,-10006.0,-17.59,20.7
ONGC,Mar 2019,Shareholder Returns,24326.0,32.51,8.81
ONGC,Mar 2020,Shareholder Returns,17434.0,33.46,13.4
ONGC,Mar 2021,Shareholder Returns,8044.0,16.26,12.88
ONGC,Mar 2022,Shareholder Returns,37051.0,46.39,8.39
ONGC,Mar 2023,Shareholder Returns,11372.0,15.06,11.81
ONGC,Mar 2024,Shareholder Returns,42060.0,40.9,9.67
PFC,Mar 2013,Distress Signal,-25080.0,-418.91,0.13
PFC,Mar 2014,Distress Signal,-22464.0,-295.31,0.04
PFC,Mar 2015,Growth Funded by Debt,-21946.0,-260.36,1.96
PFC,Mar 2016,Growth Funded by Debt,-15271.0,-166.68,7.08
PFC,Mar 2017,Mixed,1128.0,21.38,2.42
PFC,Mar 2018,Distress Signal,-55739.0,-474.29,2.9
PFC,Mar 2019,Growth Funded by Debt,-93715.0,-526.99,24.88
PFC,Mar 2020,Growth Funded by Debt,-42221.0,-301.32,0.12
PFC,Mar 2021,Distress Signal,-57402.0,-288.87,2.43
PFC,Mar 2022,Reinvestor,4357.0,18.67,0.72
PFC,Mar 2023,Growth Funded by Debt,-76411.0,-288.33,2.18
PFC,Mar 2024,Growth Funded by Debt,-101229.0,-301.52,3.73
PIDILITIND,Mar 2013,Shareholder Returns,328.0,58.78,3.92
PIDILITIND,Mar 2014,Shareholder Returns,295.0,43.9,2.31
PIDILITIND,Mar 2015,Shareholder Returns,116.0,15.05,9.0
PIDILITIND,Mar 2016,Shareholder Returns,416.0,35.46,9.16
PIDILITIND,Mar 2017,Mixed,-85.0,-6.74,15.65
PIDILITIND,Mar 2018,Liquidating Assets,835.0,62.27,0.64
PIDILITIND,Mar 2019,Shareholder Returns,332.0,24.22,7.25
PIDILITIND,Mar 2020,Liquidating Assets,1383.0,87.75,1.41
PIDILITIND,Mar 2021,Shareholder Returns,-296.0,-17.56,23.15
PIDILITIND,Mar 2022,Shareholder Returns,397.0,21.39,5.62
PIDILITIND,Mar 2023,Shareholder Returns,659.0,33.18,7.62
PIDILITIND,Mar 2024,Shareholder Returns,955.0,35.27,14.29
PNB,Mar 2013,Pre-Revenue,-1292.0,,1.39
PNB,Mar 2014,Mixed,16604.0,,0.67
PNB,Mar 2015,Mixed,3942.0,,1.79
PNB,Mar 2016,Mixed,12815.0,,2.66
PNB,Mar 2017,Liquidating Assets,22097.0,,0.33
PNB,Mar 2018,Distress Signal,-1350.0,,0.8
PNB,Mar 2019,Growth Funded by Debt,-34161.0,,1.21
PNB,Mar 2020,Growth Funded by Debt,-13131.0,,0.62
